K_Ax,K_Ay,K_Az,class
3.32840908425945,9.003667211674362,-1.3147155697894506,0.0
3.303030304663582,8.989352764792372,-1.3179497136139011,0.0
3.2875591012336103,8.976800704717096,-1.2701858287538657,0.0
3.3125599126344762,9.007406864734907,-1.2487200098650597,0.0
3.346929724150868,9.041367958501974,-1.2700664329649536,0.0
3.367881966704978,9.035290411154863,-1.2639504423491776,0.0
3.3883063097180948,9.023933857813702,-1.2296156271896428,0.0
3.3663249906383013,9.028488182100112,-1.2354653495671903,0.0
3.356750723609464,9.019787138737406,-1.27346364885897,0.0
3.3470883330916115,9.003005466884908,-1.3004536647568736,0.0
3.3373722214552792,9.000426770536397,-1.2786490529301793,0.0
3.316145947617241,9.014157984387511,-1.3036147482498461,0.0
3.29938035629213,9.045483520683796,-1.303530913066448,0.0
3.3197662891711053,9.022496088845829,-1.29965400175828,0.0
3.3283679899514746,9.019960092393463,-1.2858131777155373,0.0
3.314482666262805,9.0107625102567,-1.231465995405099,0.0
3.2907147915743087,9.020458773249642,-1.2748513997735684,0.0
3.2991804411276804,9.01871812077223,-1.2821706321285216,0.0
3.304341200962971,9.025308607270635,-1.2942841312983684,0.0
3.315138869821768,9.010197223629792,-1.2787138369445172,0.0
3.3293728649187697,9.02776577663607,-1.2692220018267957,0.0
3.3303984674627007,9.053778991366888,-1.274913080339918,0.0
3.3310236868723067,9.039030518808378,-1.2630792113724933,0.0
3.316101610434463,9.083600937431305,-1.2749941672051002,0.0
3.3376113717362883,9.07251354649824,-1.30138668679589,0.0
3.327769149623896,9.058102933406971,-1.3021726605201258,0.0
3.314117606134714,9.041666444884681,-1.2835227774174849,0.0
3.305795464179211,9.031646567583563,-1.2759793930605967,0.0
3.316025405834037,9.063796376092151,-1.2866840745343844,0.0
3.360519742861188,9.033659821535815,-1.3046871878159132,0.0
3.345560167298438,8.999985004797905,-1.2965330760945117,0.0
3.3287890247775347,8.990933852433617,-1.29538803778812,0.0
3.299436116494107,9.031325815874311,-1.3061674221029034,0.0
3.2853680417255875,9.04829762450082,-1.3203902707261754,0.0
3.280617781779846,9.047166426078391,-1.2716736211602668,0.0
3.2738961628876844,9.054128442958323,-1.2458011812758065,0.0
3.3118824330226415,9.062198374969215,-1.2606354718413508,0.0
3.331213507021878,9.055640487548267,-1.3041108698896675,0.0
3.3085657182541484,9.04016530884024,-1.311484963453493,0.0
3.302410967832719,9.02307984855951,-1.2662448407927305,0.0
3.287181546195325,9.024141763592802,-1.265446559069822,0.0
3.277897511106762,9.028614923915674,-1.2496566995488423,0.0
3.2951926801431792,8.993083771303649,-1.259160036871981,0.0
3.317213432389536,8.975249365908917,-1.207566317542391,0.0
3.3076827163849862,9.010286954687993,-1.214372221512215,0.0
3.321001701433592,9.039297890921834,-1.2529534203825272,0.0
3.3138178942750685,9.079938126234419,-1.2114342996949836,0.0
3.324741778250839,9.093235479931465,-1.201426971496712,0.0
3.323749498006556,9.10899331239414,-1.22210701691229,0.0
3.292538157132858,9.107122059781206,-1.2308880121645587,0.0
3.304117790673428,9.063897473808375,-1.2132861841096774,0.0
3.3073510674909734,9.006940821156583,-1.2293365328218868,0.0
3.294018893615735,9.010477417707753,-1.2352952103481865,0.0
3.2399817904478505,9.01645917307724,-1.273359929983967,0.0
3.2070401348919293,9.023931526107422,-1.2889130233329764,0.0
3.1793069042762268,9.005531934316169,-1.2716137417755584,0.0
3.2006584436433974,8.986663717321193,-1.2572420912706481,0.0
3.217500398312798,9.005767864787568,-1.22552613723511,0.0
3.23159325695178,9.032717196016362,-1.1832368911600597,0.0
3.2440102342200894,9.068274848206155,-1.1689342810491692,0.0
3.2745345963917103,9.074647994881957,-1.1219571972867546,0.0
3.312271629618167,9.07853314027825,-1.14305486993399,0.0
3.3352765702491647,9.09620478830963,-1.1482646512819594,0.0
3.3646038710079806,9.091674415852891,-1.1705696174073268,0.0
3.313617660473922,9.081261038576613,-1.1879927922759077,0.0
3.251929429927291,9.07873872533587,-1.1756593388651755,0.0
3.22962677442801,9.054246267080803,-1.191095546519027,0.0
3.2389856388840204,9.0469669843787,-1.1852024232371088,0.0
3.3020779789317602,9.034877838988509,-1.2007389277213758,0.0
3.2908043566244793,9.012204935779918,-1.229339186092895,0.0
3.2915834322560817,8.975428440168017,-1.2276452190307297,0.0
3.257626126429269,8.979789685337792,-1.184528708421049,0.0
3.2943124180804984,8.990099960624777,-1.18119920126492,0.0
3.286070379120799,8.996385226067956,-1.2021243207733112,0.0
3.292523348115444,9.053778059507465,-1.172796672169832,0.0
3.3117603717044766,9.081113799041079,-1.204653648696772,0.0
3.296706857479957,9.074823161986671,-1.2011192110496152,0.0
3.3143106883650977,9.044207684689258,-1.149229119076901,0.0
3.3288679957328946,9.029369932955543,-1.1214221112647935,0.0
3.322439084468388,9.054756903983149,-1.1580318927482274,0.0
3.3453005750606506,9.054929883441014,-1.1880012562014814,0.0
3.3286307742870225,9.012951485453934,-1.160361281008526,0.0
3.3031654495196228,9.01796739396139,-1.1779438655901366,0.0
3.279989878349366,9.051631586090247,-1.2077914385261896,0.0
3.242906950418161,9.022418217653705,-1.206857849136882,0.0
3.254732999613931,9.01226101241335,-1.1833338956835049,0.0
3.25429068993042,8.99459164710219,-1.172819220542386,0.0
3.261672661512277,9.041207259437302,-1.2008415900592977,0.0
3.266172798472203,9.058147273457594,-1.2217501614824158,0.0
3.29187096139847,9.064648301450903,-1.230670468884756,0.0
3.29988525589159,9.0341791652845,-1.228456784725522,0.0
3.270338624835173,9.027082233613369,-1.234758905530432,0.0
3.2829330851186023,9.041884882302487,-1.2539039702834764,0.0
3.290610816681682,9.058560360349992,-1.2502718100418633,0.0
3.279988034849656,9.072551732876374,-1.1944963408313733,0.0
3.2620348485558983,9.073429429839086,-1.1872755875683978,0.0
3.289348418314932,9.070138679870187,-1.1675705136319954,0.0
3.2830442663044077,9.079610013042979,-1.1976419164087897,0.0
3.286852789652749,9.081558045085133,-1.1777157543739651,0.0
3.277697097240133,9.078919784007189,-1.192349161672303,0.0
3.2912447010944588,9.06965986014828,-1.201269859388717,0.0
3.2842002626568725,9.04871168376091,-1.2334886526919813,0.0
3.2646026723179773,9.020638210748244,-1.2684328267337677,0.0
3.2641331632327213,9.026479116770927,-1.255302967936561,0.0
3.2561953361728824,9.030039801986343,-1.2626020686890211,0.0
3.2743111695045535,9.032210437698344,-1.2938323173534079,0.0
3.2662257732554547,9.010578856486639,-1.29756742779062,0.0
3.265122624711601,9.012695206962123,-1.227154111739236,0.0
3.2529727191715025,9.02928857674366,-1.214835758753714,0.0
3.2455659934242798,9.066184721450787,-1.2264553674135286,0.0
3.2525281792072716,9.073373828955082,-1.218235600361199,0.0
3.272075627357608,9.058627371741242,-1.2055731246164056,0.0
3.3145984174783987,9.0305087355058,-1.1787249080688056,0.0
3.321391790011882,9.0363221094951,-1.2273965931918946,0.0
3.321707305656954,9.062820837206464,-1.260893231004339,0.0
3.329551256499027,9.082800578610826,-1.3080938073075394,0.0
3.3190298039003303,9.072025638319605,-1.3139130090893352,0.0
3.293486780319808,9.038676476868613,-1.2600733972727398,0.0
3.270263843036474,9.037475456591682,-1.2502069611226194,0.0
3.2408036489467316,8.998485256548856,-1.232714852079009,0.0
3.2190185627022907,9.016800218948442,-1.2297030648379137,0.0
3.240170356655857,9.027965236085135,-1.220215435023534,0.0
3.241587326599242,9.027119953460351,-1.2450380990960905,0.0
3.2501027369752005,9.01512724602651,-1.2639960923340514,0.0
3.266771244769104,9.000164741316533,-1.2870305218296703,0.0
3.3037131944949554,9.033127270240886,-1.3010725817827065,0.0
3.3300592472359267,9.05704742111684,-1.3325876135297088,0.0
3.32316528543759,9.048674600923716,-1.317367309136704,0.0
3.303659427433124,9.06269945291843,-1.2966114188537297,0.0
3.3070716438524657,9.04829434179446,-1.2877841876755698,0.0
3.2900227492780147,9.035687011727724,-1.2824030034163023,0.0
3.2911069551972125,9.03565304337568,-1.2561677436628202,0.0
3.3032453130898585,9.035632335867557,-1.23252281104228,0.0
3.2685611509497714,9.012664885978033,-1.2716698426616526,0.0
3.274197907286798,9.00631526636578,-1.268753704206767,0.0
3.273808336054143,9.025399289693262,-1.2822792093690996,0.0
3.250616022486733,9.048510548618205,-1.2560922773512722,0.0
3.2823873672375865,9.081728466654607,-1.2401284146712628,0.0
3.2979297494064546,9.090501088180513,-1.2648288951815037,0.0
3.3074045689269362,9.057590937837732,-1.2569317731388305,0.0
3.3131805306791517,9.033702717563003,-1.244465985598102,0.0
3.316701625101156,9.01148856789626,-1.2368666944568991,0.0
3.3111965170156843,8.997946560203582,-1.2628405120609738,0.0
3.2925373206186075,9.008820214518707,-1.3131066972027265,0.0
3.2620334324192752,9.011623118072126,-1.2940140995571996,0.0
3.2969991638041036,9.032460823100486,-1.290026635583736,0.0
3.260927620269233,9.003079885598767,-1.3067248524631148,0.0
3.2618928081499607,8.996646332670888,-1.2824720429358372,0.0
3.2663070024595604,9.008027580476256,-1.2562098309683738,0.0
3.265172142992668,9.018791527792068,-1.2172452503947144,0.0
3.275957732448088,9.040656574621424,-1.2432274395076948,0.0
3.2901843637982937,9.061637373888898,-1.2590664884975988,0.0
3.2835538685325454,9.0323436683234,-1.2228125069153228,0.0
3.2871634491826964,9.018311684230133,-1.2313180871929306,0.0
3.3123187184768113,9.04418986071683,-1.232677384877389,0.0
3.3046988410418394,9.063791306774121,-1.2641124639122483,0.0
3.307705282650091,9.071914775133559,-1.2450176150113528,0.0
3.2980606317467194,9.076866937276385,-1.2333771698632956,0.0
3.2845295299972643,9.068408420564163,-1.260713256703497,0.0
3.2954098327040335,9.044122987036072,-1.2467712225885197,0.0
3.2982167891954295,9.040795713441144,-1.2420977985120538,0.0
3.273147312246011,9.038767368206504,-1.2277714108894566,0.0
3.2769936853150035,9.029879256240724,-1.2075604628150785,0.0
3.2678610665386016,9.024460958335125,-1.2373234787496679,0.0
3.3082033670934297,9.055590139535742,-1.2439899511975294,0.0
3.3289707050302333,9.070741051228913,-1.2327506938792467,0.0
3.311024284093542,9.045544986206876,-1.2297249144221574,0.0
3.277129107831946,9.03401097212794,-1.2317061679619887,0.0
3.2641178173111003,9.057586136212041,-1.2405655722750806,0.0
3.2294053503783577,9.075783638740536,-1.2344889564827977,0.0
3.2618054825195477,9.083051246562782,-1.2269587754198328,0.0
3.2662537677250976,9.064526839677432,-1.2453231145601158,0.0
3.2766171036446856,9.068537360276968,-1.2794730586887177,0.0
3.2791089110840628,9.078633829728508,-1.2926396587067355,0.0
3.2614989243375474,9.077137147829413,-1.2700597382703842,0.0
3.216331429152984,9.068573144104908,-1.2065592953136677,0.0
3.2308806395618648,9.08630725275492,-1.167848676185368,0.0
3.2550532274267385,9.085640761419516,-1.1136437909723569,0.0
3.288918144105205,9.092886069221754,-1.1188578974162515,0.0
3.2866077704616825,9.078173872372519,-1.0952558474745377,0.0
3.2545929043025272,9.061553534833653,-1.1344290208808012,0.0
3.25037948178453,9.024640950263526,-1.1315288187675936,0.0
3.2669399516695745,9.02509342960757,-1.1488898433031924,0.0
3.2655579962978667,9.071278919050087,-1.1824281550128795,0.0
3.249412322435099,9.084130920689597,-1.1875702879102594,0.0
3.235743924789724,9.099617261284271,-1.206008210350731,0.0
3.246540530298689,9.105232112808633,-1.1522095107253973,0.0
3.287554507904761,9.078048557404099,-1.1806260590435191,0.0
3.3010796993128775,9.053825532567824,-1.1749942957742308,0.0
3.2787183804181605,9.046710499656268,-1.1486062801002102,0.0
3.2727382654107475,9.050024700441542,-1.136345638842624,0.0
3.2576153035818756,9.055870880728584,-1.1173939941215487,0.0
3.2636993852139997,9.055608976806388,-1.1326214786705322,0.0
3.248279291192714,9.043971903911647,-1.1648591592354383,0.0
3.2580080419265163,9.036877806994816,-1.1730342164350591,0.0
3.2677646075333286,9.059333792566362,-1.1588888057865365,0.0
3.2622349118493283,9.076849030670877,-1.1387881834105031,0.0
3.2397349221707517,9.05692009131206,-1.122708802495714,0.0
3.2451476849917706,9.071551805520928,-1.1129066222048531,0.0
3.2293183471038245,9.080471471110029,-1.1298859238134953,0.0
3.2387976179487423,9.070605786911107,-1.1593657283324195,0.0
3.233098880106701,9.049288331874438,-1.1467305298033954,0.0
3.241102275465479,9.028641351023614,-1.1275505505510754,0.0
3.2268522177337187,9.016054707928696,-1.1196840133279058,0.0
3.2181652144353885,9.008381741815949,-1.0651530223487515,0.0
3.220521123528668,9.019007428722714,-1.085471548436128,0.0
3.2372605310696407,9.029310777201541,-1.0825547440670098,0.0
3.258942484552169,9.031766015589369,-1.1037314520629338,0.0
3.2836374723468835,9.060043388614213,-1.0936861967263014,0.0
3.2872144150541747,9.084933217575372,-1.1258205344850607,0.0
3.285569157133627,9.050370893842413,-1.1262809839081769,0.0
3.299869406062013,9.033127097961438,-1.118910070525574,0.0
3.2818063757662306,9.045569902919112,-1.1641521318623258,0.0
3.244014308672334,9.072284205563474,-1.1458225734680794,0.0
3.232453231920666,9.092395363990084,-1.1729067023546689,0.0
3.229231267540546,9.070223123891779,-1.147333658524728,0.0
3.2425703376110895,9.041403447200894,-1.1585246600656405,0.0
3.2430503833016417,9.050615263049904,-1.1806500441884893,0.0
3.2433430248176043,9.048579285878624,-1.1979637437498423,0.0
3.2473472269293495,9.035860717002857,-1.1664345309434578,0.0
3.2459624313820505,9.012804109812278,-1.1548655596557011,0.0
3.2757246788113172,9.044658182771348,-1.1325097607163432,0.0
3.2403068344640698,9.029644561900819,-1.1303588151302157,0.0
3.2148898943414577,9.047272712245167,-1.1175701601524977,0.0
3.184092210238684,9.031238409911134,-1.0715160012990874,0.0
3.18444660065249,9.078850775925613,-1.0510924515532123,0.0
3.211443271969089,9.092572618355964,-1.0692484498266934,0.0
3.2623330008003952,9.077982789027018,-1.0764907561654662,0.0
3.2818785666576558,9.065262852563444,-1.088557360328369,0.0
3.2861421653965666,9.08046345558902,-1.1303455440957983,0.0
3.2657864791363282,9.08207831372909,-1.1749491358440856,0.0
3.2380741950946463,9.071585337127287,-1.1944884027706308,0.0
3.2250062642180075,9.030756455284868,-1.2331804011295053,0.0
3.2361689213527782,9.01351829604643,-1.275896521727664,0.0
3.2314963956515985,9.010661319602363,-1.2407239024956327,0.0
3.2324737732547004,9.035700303798558,-1.2307596720616543,0.0
3.236895398562859,9.077744994684062,-1.228511164034471,0.0
3.216636047163442,9.091898521066438,-1.2003598162762343,0.0
3.211937316337649,9.06992024258437,-1.1678952050215294,0.0
3.232027740944558,9.087128459879448,-1.1978398521101683,0.0
3.2213202744393166,9.070838161404716,-1.2160944622263492,0.0
3.2300960941094305,9.057081598889779,-1.1660098176370113,0.0
3.243097546089665,9.071650262445578,-1.1354776274569263,0.0
3.2433717758095537,9.057576665264481,-1.1283422573152175,0.0
3.26649377583012,9.068126256356413,-1.1431214734592214,0.0
3.288240828590979,9.074557411537446,-1.17508588431632,0.0
3.301498088499583,9.059348897645934,-1.1677911355128276,0.0
3.313405674924464,9.06155502134005,-1.2092538232841217,0.0
3.282406636166644,9.059074095977795,-1.2077493361367746,0.0
3.2520318432763404,9.042258477044467,-1.2144837918063844,0.0
3.244992424379266,9.062613912503304,-1.2262408042103536,0.0
3.2521785247511534,9.040590586565534,-1.2334080176669113,0.0
3.245081843136684,9.015687494095001,-1.2301256267574334,0.0
3.191020165218424,8.996680470756836,-1.2089956205804056,0.0
3.1427603110392432,8.996570978282024,-1.134901649286373,0.0
3.1439469697509264,9.057717100639824,-1.1777265913157116,0.0
3.156147784074487,9.102644106940344,-1.2153105943481228,0.0
3.2247984146787747,9.110903118019042,-1.2382222459675647,0.0
3.285777670909664,9.089157277862828,-1.2636668722530426,0.0
3.3038223229110617,9.095029779129229,-1.313610456124216,0.0
3.3186483600316063,9.1062613339607,-1.3364050452436798,0.0
3.2894284432462357,9.07485017836853,-1.2852622210205757,0.0
3.241009202141371,9.063353176151256,-1.250259147661234,0.0
3.207666457180467,9.125208947016665,-1.205966034868911,0.0
3.2485531967767862,9.136136323896567,-1.194267648359342,0.0
3.281129844350065,9.108365542228176,-1.145052325634411,0.0
3.2818599310539516,9.106739363682356,-1.1571339326232801,0.0
3.22109213025922,9.098096417274363,-1.1530216095938248,0.0
3.1840473620292933,9.066046944445285,-1.177295319702497,0.0
3.1997224782205063,9.031205990162004,-1.2226992948678463,0.0
3.2169298227496093,8.979360098288169,-1.223597463010486,0.0
3.219768014183351,8.974534861726047,-1.2815320627764715,0.0
3.24445303551122,9.0213287976834,-1.2479851991917055,0.0
3.255675511325513,8.980990454016734,-1.2657926793186822,0.0
3.2625168649711833,9.017612594116356,-1.2575193073184212,0.0
3.2360809997285966,9.085847535441646,-1.2639531753219104,0.0
3.2276169932009227,9.043276664016954,-1.306133381069694,0.0
3.2645410832786768,8.967589501508536,-1.2668082574314128,0.0
3.2908762485674816,8.997965802204888,-1.2466610025423666,0.0
3.295453062824012,9.054741597366275,-1.2802886509854918,0.0
3.302068947177927,9.051094747955418,-1.3160916797405162,0.0
3.290798850760797,8.99531032405407,-1.2269693010806024,0.0
3.2533220319028127,8.957477676774857,-1.1764650520822206,0.0
3.222824112237768,8.980324101385941,-1.1839351100182105,0.0
3.273096699677035,9.009554768909034,-1.2190953805898057,0.0
3.3496531147321402,8.98911608474557,-1.2175746699605627,0.0
3.392497004078899,8.926920964680537,-1.201344409255934,0.0
3.4033119268798555,8.86987706382873,-1.164669620125617,0.0
3.379298396269723,8.926921734327262,-1.169092866766376,0.0
3.353182051552877,8.98082586036452,-1.2138731784039267,0.0
3.4099515031605008,8.960125190013564,-1.2411717846424593,0.0
3.4904684832548294,8.943680012774617,-1.2922455765640413,0.0
3.520423562205957,8.971912882643142,-1.334858175800778,0.0
3.4927748790119932,8.924085298518962,-1.3608353189877096,0.0
3.468268306788265,8.88345162585038,-1.3537164655732785,0.0
3.4839352463926563,8.90076470794959,-1.3838089680746017,0.0
3.51261501955212,8.903667358253434,-1.4021537125945756,0.0
3.5798340046875756,8.863352999815437,-1.4133368852631933,0.0
3.6935017744311756,8.850254304505444,-1.412502670464846,0.0
3.766620792173951,8.899656251192539,-1.4311231452396185,0.0
3.8226724211343583,8.906817434329476,-1.4922098634122567,0.0
3.8797969817266456,8.83466688822115,-1.5141458298724324,0.0
3.887840157010923,8.775379846602585,-1.4930860142782816,0.0
3.8850917627651675,8.731586157851904,-1.480247702253701,0.0
3.8681130916451774,8.670456769041762,-1.4647697070097825,0.0
3.880717519784771,8.65614639884035,-1.4591599429096913,0.0
3.9419625893498997,8.712461303002513,-1.3753982723180085,0.0
3.9754725018611228,8.80417859878603,-1.370245822502408,0.0
4.003552148620389,8.860090544266056,-1.3594532195296458,0.0
4.016844028143371,8.909478343378119,-1.3796545521789665,0.0
4.017295305919433,8.878372858072607,-1.3881437184816472,0.0
4.044351040915024,8.836455760936957,-1.3933188144047395,0.0
4.0608445361393715,8.852986452340742,-1.407951027103162,0.0
4.105331404920996,8.958708866614256,-1.4972128887963887,0.0
4.071238254670764,9.007855279975805,-1.6051892341680558,0.0
3.958635362695064,8.968951034286437,-1.5065032992523264,0.0
3.8670364850448395,8.975840982299733,-1.515207668194548,0.0
3.7844160979161536,8.983866980279343,-1.443997866357774,0.0
3.74170134404927,8.954327483806352,-1.3240714432828107,0.0
3.723313534977467,8.95544888024186,-1.2165306415061155,0.0
3.727407327215557,9.002042149434411,-1.162449913280094,0.0
3.7375545600402984,8.969233085723461,-1.0950494238516613,0.0
3.7934758899630765,8.880367814398506,-0.9965742245154191,0.0
3.7816565396800432,8.852975127412847,-1.0551425174408626,0.0
3.782102933099784,8.817147200323491,-1.0525883958127051,0.0
3.7785492554030897,8.829738312837446,-1.039553959963579,0.0
3.753428065208878,8.906278482605629,-1.0163047965398213,0.0
3.7113332605772134,8.991196316939035,-1.0595188981217434,0.0
3.697149184263998,9.000879382202003,-1.108817550582391,0.0
3.7114572303650712,8.781059833923955,-1.0585286984696218,0.0
